Index	Date	Time	[uSec]	Freq	Code	Signal	Latitude	Longitude
2165	6/23/2022	19:51:29	353515	150.4	42	104	63.05793	-145.99614
2166	6/23/2022	19:51:29	691099	150.4	44	113	63.05793	-145.99614
2167	6/23/2022	19:51:30	787493	150.4	45	111	63.05779	-145.99679
2168	6/23/2022	19:51:33	405947	150.4	90	114	63.05725	-145.99867
2169	6/23/2022	19:51:34	353781	150.4	42	148	63.05703	-145.99925
2170	6/23/2022	19:51:34	691173	150.4	44	118	63.05703	-145.99925
2171	6/23/2022	19:51:35	786501	150.4	45	136	63.0568	-145.9998
2172	6/23/2022	19:51:39	354464	150.4	42	131	63.05568	-146.00147
2173	6/23/2022	19:51:39	691888	150.4	44	115	63.05568	-146.00147
2174	6/23/2022	19:51:39	929488	150.4	41	101	63.05568	-146.00147
2175	6/23/2022	19:51:43	408656	150.4	90	83	63.05438	-146.0019
2176	6/23/2022	19:51:44	693653	150.4	44	86	63.05406	-146.00178
2177	6/23/2022	19:51:49	356928	150.4	42	87	63.05261	-146.00055
2178	6/23/2022	19:52:40	805803	150.4	100	87	63.04503	-146.02607
2179	6/23/2022	19:52:46	305392	150.4	100	118	63.04449	-146.03012
2180	6/23/2022	19:52:51	806069	150.4	100	163	63.04399	-146.03354
2181	6/23/2022	19:53:02	809541	150.4	100	82	63.04246	-146.04068
2182	6/23/2022	19:53:07	428581	150.4	98	115	63.04152	-146.04378
2183	6/23/2022	19:53:11	457803	150.4	999	84	63.0408	-146.04623
2184	6/23/2022	19:53:12	393701	150.4	54	102	63.04063	-146.04686
2185	6/23/2022	19:53:12	929365	150.4	999	110	63.04063	-146.04686
2186	6/23/2022	19:53:16	592427	150.4	52	94	63.03988	-146.04932
2187	6/23/2022	19:53:16	957451	150.4	999	101	63.03988	-146.04932
2188	6/23/2022	19:53:17	224960	150.4	999	96	63.03988	-146.04932
2189	6/23/2022	19:53:18	63712	150.4	999	115	63.03968	-146.0499
2190	6/23/2022	19:53:18	429835	150.4	999	113	63.03948	-146.05046
2191	6/23/2022	19:53:22	92965	150.4	52	97	63.03886	-146.05212
2192	6/23/2022	19:53:22	457792	150.4	999	121	63.03864	-146.05267
2193	6/23/2022	19:53:22	725312	150.4	999	119	63.03864	-146.05267
2194	6/23/2022	19:53:23	564320	150.4	999	130	63.03841	-146.0532
2195	6/23/2022	19:53:23	930677	150.4	999	105	63.03841	-146.0532
2196	6/23/2022	19:53:27	958315	150.4	56	139	63.03735	-146.05491
2197	6/23/2022	19:53:29	65952	150.4	999	86	63.03707	-146.05524
2198	6/23/2022	19:53:34	566597	150.4	999	85	63.0353	-146.0567
2199	6/23/2022	19:53:39	985995	150.4	57	115	63.03376	-146.05791
2200	6/23/2022	19:53:48	725083	150.4	60	92	63.0309	-146.06004
2201	6/23/2022	19:53:59	725627	150.4	60	110	63.02749	-146.06198
2202	6/23/2022	19:54:03	670725	150.4	158	88	63.0263	-146.06296
2203	6/23/2022	19:54:09	171392	150.4	158	87	63.02479	-146.06436
